file_name,year,doi,dominant_topic,dominant_topic_prob
Dick-2021-10.1038_s41562-021-01216-3.txt,2021,10.1038/s41562-021-01216-3,0,0.22546555
Dong-2024-10.1038_s41593-024-01736-x.txt,2024,10.1038/s41593-024-01736-x,7,0.49429363
Donohue-2020-10.1016_j.jad.2019.11.075.txt,2020,10.1016/j.jad.2019.11.075,0,0.6629385
Dooley-2022-10.1007_s10802-021-00859-0.txt,2022,10.1007/s10802-021-00859-0,0,0.42990535
Dooley-2023-10.1007_s10802-022-00971-9.txt,2023,10.1007/s10802-022-00971-9,1,0.51272154
Dooley-2024-10.1017_s0954579423000238.txt,2024,10.1017/s0954579423000238,1,0.36920097
Doran-2024-10.1016_j.addbeh.2024.108211.txt,2024,10.1016/j.addbeh.2024.108211,14,0.3989256
Doran-2024-10.15288_jsad.24-00041.txt,2024,10.15288/jsad.24-00041,1,0.3811451
Dosenbach-2025-10.1038_s41583-024-00895-x.txt,2025,10.1038/s41583-024-00895-x,7,0.63613623
Du-2022-10.1038_s41380-021-01325-5.txt,2022,10.1038/s41380-021-01325-5,7,0.35126755
Dube-2021-10.1007_s10508-021-01986-x.txt,2021,10.1007/s10508-021-01986-x,12,0.48282647
Dube-2024-10.1001_jamapediatrics.2023.4678.txt,2024,10.1001/jamapediatrics.2023.4678,2,0.4164136
Dudley-2023-10.1007_s12021-023-09624-8.txt,2023,10.1007/s12021-023-09624-8,6,0.5888451
Duffy-2023-10.1016_j.jaacop.2023.03.001.txt,2023,10.1016/j.jaacop.2023.03.001,0,0.38628018
Duffy-2024-10.3390_neurosci5040033.txt,2024,10.3390/neurosci5040033,7,0.30386168
Dufour-2020-10.1016_j.cortex.2020.07.003.txt,2020,10.1016/j.cortex.2020.07.003,9,0.3067228
Dumornay-2023-10.1176_appi.ajp.21090961.txt,2023,10.1176/appi.ajp.21090961,12,0.4399427
Dupuis-2024-10.1007_s00737-024-01470-0.txt,2024,10.1007/s00737-024-01470-0,1,0.49907142
Durham-2021-10.1038_s41386-020-00952-w.txt,2021,10.1038/s41386-020-00952-w,7,0.31636128
Durham-2023-10.3389_fnins.2023.1175690.txt,2023,10.3389/fnins.2023.1175690,6,0.5222743
D‚geilh-2023-10.1016_j.cortex.2023.02.003.txt,2023,10.1016/j.cortex.2023.02.003,7,0.34733984
Eckert-2023-10.3390_brainsci14010014.txt,2023,10.3390/brainsci14010014,2,0.46719152
Eising-2022-10.1073_pnas.2202764119.txt,2022,10.1073/pnas.2202764119,10,0.49792388
Elam-2023-10.1007_s10802-023-01090-9.txt,2023,10.1007/s10802-023-01090-9,0,0.39567414
Ellwood-Lowe-2021-10.1038_s41467-021-27336-y.txt,2021,10.1038/s41467-021-27336-y,12,0.3937075
Ellwood-Lowe-2022-10.1016_j.dcn.2022.101090.txt,2022,10.1016/j.dcn.2022.101090,12,0.40707013
Elsayed-2024-10.1016_j.bbr.2024.115217.txt,2024,10.1016/j.bbr.2024.115217,6,0.28775534
Elton-2024-10.1038_s41380-024-02850-9.txt,2024,10.1038/s41380-024-02850-9,12,0.34472078
Epstein-2023-10.1017_s1355617722000431.txt,2023,10.1017/s1355617722000431,11,0.25998387
Ertel-2024-10.1016_j.jadohealth.2024.04.009.txt,2024,10.1016/j.jadohealth.2024.04.009,12,0.4321206
Est‚vez-L¢pez-2023-10.1038_s41398-023-02528-w.txt,2023,10.1038/s41398-023-02528-w,7,0.4182758
Ettehadi-2022-10.3389_fnhum.2022.877326.txt,2022,10.3389/fnhum.2022.877326,6,0.56578726
Evanski-2024-10.1016_j.bpsgos.2023.09.005.txt,2024,10.1016/j.bpsgos.2023.09.005,1,0.32742497
Fadus-2021-10.1016_j.jaac.2020.11.017.txt,2021,10.1016/j.jaac.2020.11.017,12,0.39652434
Fahey-2023-10.1080_10508619.2022.2078590.txt,2023,10.1080/10508619.2022.2078590,4,0.5923438
Fair-2020-10.1016_j.neuroimage.2019.116400.txt,2020,10.1016/j.neuroimage.2019.116400,6,0.846615
Fan-2022-10.1038_s41467-022-30110-3.txt,2022,10.1038/s41467-022-30110-3,10,0.5702359
Fan-2023-10.1007_s10519-023-10143-0.txt,2023,10.1007/s10519-023-10143-0,10,0.7041422
Fan-2023-10.1192_bjp.2023.107.txt,2023,10.1192/bjp.2023.107,0,0.36149818
Fan-2024-10.1016_j.bpsc.2024.11.004.txt,2024,10.1016/j.bpsc.2024.11.004,6,0.42377675
Faraj-2023-10.1002_jnr.25136.txt,2023,10.1002/jnr.25136,1,0.43612605
Feinstein-2024-10.1111_jcpp.13873.txt,2024,10.1111/jcpp.13873,8,0.4035562
Fekson-2023-10.1016_j.dcn.2023.101198.txt,2023,10.1016/j.dcn.2023.101198,7,0.2483888
Feldstein Ewing-2022-10.1016_j.dcn.2022.101081.txt,2022,10.1016/j.dcn.2022.101081,12,0.31913027
Feng-2024-10.1016_j.eclinm.2024.102876.txt,2024,10.1016/j.eclinm.2024.102876,5,0.36105302
Feng-2025-10.1007_s12264-025-01349-9.txt,2025,10.1007/s12264-025-01349-9,10,0.22792213
Feraco-2024-10.1371_journal.pone.0307560.txt,2024,10.1371/journal.pone.0307560,2,0.39112306
Ferariu-2024-10.1111_acer.15393.txt,2024,10.1111/acer.15393,4,0.49486476
Fernandez-Cabel-2022-10.1016_j.neuroimage.2022.txt,2022,10.1016/j.neuroimage.2022,10,0.4434004
Fine-2019-10.1001_jamapsychiatry.2019.0076.txt,2019,10.1001/jamapsychiatry.2019.0076,2,0.33858603
Ford-2022-10.1016_j.pedhc.2021.09.010.txt,2022,10.1016/j.pedhc.2021.09.010,0,0.6173544
Ford-2023-10.3928_02793695-20230221-03.txt,2023,10.3928/02793695-20230221-03,0,0.46014735
Fors-2019-10.1007_s10578-019-00892-7.txt,2019,10.1007/s10578-019-00892-7,14,0.5627334
Freeman-2023-10.1016_j.bpsc.2022.09.015.txt,2023,10.1016/j.bpsc.2022.09.015,11,0.35633868
Freis-2022-10.1111_desc.13150.txt,2022,10.1111/desc.13150,2,0.3962004
Freis-2022-10.3389_fnhum.2022.863235.txt,2022,10.3389/fnhum.2022.863235,4,0.24849837
Fu-2023-10.1038_s44220-023-00151-8.txt,2023,10.1038/s44220-023-00151-8,6,0.52962327
Fu-2024-10.1038_s41380-024-02683-6.txt,2024,10.1038/s41380-024-02683-6,7,0.33785194
Fung-2023-10.1016_j.jadohealth.2022.10.019.txt,2023,10.1016/j.jadohealth.2022.10.019,14,0.42937195
Funkhouser-2021-10.1111_jcpp.13256.txt,2021,10.1111/jcpp.13256,0,0.6645095
Gadassi Polack-2023-10.1016_j.neuroimage.2023.txt,2023,10.1016/j.neuroimage.2023,11,0.7070798
Gao-2024-10.1016_s2215-0366(24)00187-1.txt,2024,10.1016/s2215-0366(24)00187-1,7,0.4307298
Garavan-2022-10.1016_j.dcn.2022.101144.txt,2022,10.1016/j.dcn.2022.101144,11,0.6659559
Garcia-2024-10.1016_j.jaac.2024.07.924.txt,2024,10.1016/j.jaac.2024.07.924,12,0.49085692
Garc¡a-Mar¡n-2023-10.1038_s41531-023-00515-y.txt,2023,10.1038/s41531-023-00515-y,10,0.6932447
Garc¡a-Mar¡n-2024-10.1038_s41588-024-01951-z.txt,2024,10.1038/s41588-024-01951-z,10,0.7216609
Gard-2023-10.1016_j.dcn.2023.101196.txt,2023,10.1016/j.dcn.2023.101196,12,0.36889642
Gaus-2023-10.1002_jcv2.12184.txt,2023,10.1002/jcv2.12184,0,0.40380195
Ge-2023-10.1038_s41380-022-01925-9.txt,2023,10.1038/s41380-022-01925-9,7,0.35557708
Gebru-2023-10.3389_fnbeh.2023.1213894.txt,2023,10.3389/fnbeh.2023.1213894,4,0.46511513
Geckeler-2022-10.1038_s41386-022-01286-5.txt,2022,10.1038/s41386-022-01286-5,15,0.39562887
Gelino-2025-10.1016_j.jecp.2025.106239.txt,2025,10.1016/j.jecp.2025.106239,6,0.24472237
Gelino-2025-10.1037_pha0000766.txt,2025,10.1037/pha0000766,4,0.37940392
Gell-2024-10.1038_s41467-024-54022-6.txt,2024,10.1038/s41467-024-54022-6,6,0.64609885
George-2024-10.1016_j.jaac.2023.12.016.txt,2024,10.1016/j.jaac.2023.12.016,0,0.44857818
Gerlikhman-2024-10.1111_acer.15456.txt,2024,10.1111/acer.15456,1,0.34059313
Giddens-2022-10.1073_pnas.2120009119.txt,2022,10.1073/pnas.2120009119,14,0.35693893
Gilman-2024-10.1016_j.dcn.2024.101389.txt,2024,10.1016/j.dcn.2024.101389,7,0.33696732
Gilman-2024-10.1089_can.2022.0162.txt,2024,10.1089/can.2022.0162,1,0.3205443
Godino-2020-10.1371_journal.pone.0237719.txt,2020,10.1371/journal.pone.0237719,14,0.43971267
Goldblatt-2024-10.1038_s44220-024-00318-x.txt,2024,10.1038/s44220-024-00318-x,12,0.4455839
Goldstone-2020-10.1016_j.jadohealth.2019.12.00.txt,2020,10.1016/j.jadohealth.2019.12.00,14,0.57058066
Gong-2021-10.1038_s41467-021-23994-0.txt,2021,10.1038/s41467-021-23994-0,7,0.41021565
Gonzalez-2020-10.3389_fnhum.2020.578822.txt,2020,10.3389/fnhum.2020.578822,12,0.49076384
Gonzalez-2021-10.1016_j.dcn.2021.101021.txt,2021,10.1016/j.dcn.2021.101021,12,0.41674125
Gonzalez-2023-10.1037_hea0001265.txt,2023,10.1037/hea0001265,1,0.47854602
Gonzalez-2023-10.1111_jora.12776.txt,2023,10.1111/jora.12776,8,0.47096297
Gonzalez-2024-10.1016_j.dcn.2024.101497.txt,2024,10.1016/j.dcn.2024.101497,12,0.54364544
Gon‡alves-2024-10.1016_j.bpsgos.2023.100284.txt,2024,10.1016/j.bpsgos.2023.100284,7,0.45747846
Goovaerts-2023-10.1038_s41467-023-43237-8.txt,2023,10.1038/s41467-023-43237-8,10,0.66006076
Goovaerts-2024-10.1371_journal.pone.0310538.txt,2024,10.1371/journal.pone.0310538,2,0.35684824
Goovaerts-2025-10.1038_s42003-025-07875-6.txt,2025,10.1038/s42003-025-07875-6,10,0.6996207
Gordon-2023-10.1038_s41586-023-05964-2.txt,2023,10.1038/s41586-023-05964-2,7,0.5691467
Gordon-2024-10.1016_j.jaac.2023.05.033.txt,2024,10.1016/j.jaac.2023.05.033,8,0.4766027
Gorelik-2023-10.1007_s10519-023-10140-3.txt,2023,10.1007/s10519-023-10140-3,10,0.5336529
Gorelik-2024-10.1017_s0033291724002174.txt,2024,10.1017/s0033291724002174,10,0.36649722
Gorham-2019-10.1016_j.bpsc.2019.01.011.txt,2019,10.1016/j.bpsc.2019.01.011,9,0.4282242
Gorham-2020-10.1007_s10578-020-00960-3.txt,2020,10.1007/s10578-020-00960-3,9,0.38858783
Gottschewsky-2024-10.1186_s13293-024-00604-4.txt,2024,10.1186/s13293-024-00604-4,13,0.42343125
Gowin-2024-10.1001_jamanetworkopen.2024.33734.txt,2024,10.1001/jamanetworkopen.2024.33734,2,0.27362534
Goyal-2022-10.1098_rsos.201090.txt,2022,10.1098/rsos.201090,6,0.6466504
Gracia-Tabuenca-2024-10.1016_j.nicl.2024.10360.txt,2024,10.1016/j.nicl.2024.10360,6,0.4207648
Grattan-2021-10.1007_s10802-020-00721-9.txt,2021,10.1007/s10802-020-00721-9,4,0.46613127
Gray-2020-10.1017_s0033291719001545.txt,2020,10.1017/s0033291719001545,3,0.262822
Green-2024-10.1176_appi.ajp.20230882.txt,2024,10.1176/appi.ajp.20230882,4,0.33726704
Grimes-2024-10.1001_jamapsychiatry.2024.0983.txt,2024,10.1001/jamapsychiatry.2024.0983,10,0.36255887
Gross-2024-10.1001_jama.2024.12747.txt,2024,10.1001/jama.2024.12747,3,0.33525878
Gu-2024-10.1093_pnasnexus_pgae003.txt,2024,10.1093/pnasnexus/pgae003,1,0.3587295
Guberman-2022-10.7554_eLife.70450.txt,2022,10.7554/eLife.70450,6,0.38166577
Guberman-2024-10.3389_fnins.2024.1391407.txt,2024,10.3389/fnins.2024.1391407,5,0.29193547
Guerrero-2019-10.1186_s12966-019-0862-x.txt,2019,10.1186/s12966-019-0862-x,14,0.52963996
Guerrero-2019-10.1542_peds.2019-0187.txt,2019,10.1542/peds.2019-0187,14,0.35549736
Guerrero-2021-10.3390_ijerph18020699.txt,2021,10.3390/ijerph18020699,14,0.3101119
Gui-2022-10.1038_s41398-022-02041-6.txt,2022,10.1038/s41398-022-02041-6,10,0.39086962
Guillaume-2022-10.3389_feduc.2022.804191.txt,2022,10.3389/feduc.2022.804191,8,0.39432016
Gunther-2023-10.1007_s10802-023-01025-4.txt,2023,10.1007/s10802-023-01025-4,7,0.30790377
Gustavson-2023-10.1007_s10519-023-10135-0.txt,2023,10.1007/s10519-023-10135-0,2,0.56592184
HUNT-2024-10.1016_j.focus.2024.100253.txt,2024,10.1016/j.focus.2024.100253,8,0.5847692
Hackman-2021-10.1001_jamapediatrics.2021.0426.txt,2021,10.1001/jamapediatrics.2021.0426,2,0.3509462
Hackman-2022-10.1162_jocn_a_01833.txt,2022,10.1162/jocn/a/01833,12,0.3810323
Haenssler-2020-10.1044_2020_jslhr-20-00305.txt,2020,10.1044/2020/jslhr-20-00305,6,0.50264823
Hagler-2019-10.1016_j.neuroimage.2019.116091.txt,2019,10.1016/j.neuroimage.2019.116091,6,0.52793056
Hahn-2022-10.1093_cercor_bhac060.txt,2022,10.1093/cercor/bhac060,6,0.71411747
Halbreich-2022-10.1007_s12144-021-02574-x.txt,2022,10.1007/s12144-021-02574-x,8,0.5089552
Halbreich-2023-10.1002_jad.12183.txt,2023,10.1002/jad.12183,15,0.45579407
Halbreich-2024-10.1080_08927936.2024.2406097.txt,2024,10.1080/08927936.2024.2406097,8,0.2778972
Hall-2023-10.1093_scan_nsab084.txt,2023,10.1093/scan/nsab084,7,0.33468196
Hall-2023-10.1093_scan_nsab104.txt,2023,10.1093/scan/nsab104,3,0.31829092
Hamatani-2022-10.1038_s41598-022-22694-z.txt,2022,10.1038/s41598-022-22694-z,0,0.4650945
Hammoud-2024-10.1186_s12888-024-05725-z.txt,2024,10.1186/s12888-024-05725-z,7,0.3704967
Harju-Sepp„nen-2022-10.1093_schizbullopen_sgab.txt,2022,10.1093/schizbullopen/sgab,11,0.34618703
Harkness-2024-10.1007_s10803-024-06275-9.txt,2024,10.1007/s10803-024-06275-9,0,0.4749606
Harkness-2024-10.1016_j.ridd.2024.104691.txt,2024,10.1016/j.ridd.2024.104691,5,0.60560256
Harman-2021-10.1371_journal.pone.0252114.txt,2021,10.1371/journal.pone.0252114,2,0.34388852
Harnett-2024-10.1038_s42003-024-06436-7.txt,2024,10.1038/s42003-024-06436-7,7,0.28207156
Harrewijn-2021-10.1038_s41398-021-01622-1.txt,2021,10.1038/s41398-021-01622-1,7,0.35032946
Harriman-2024-10.1016_j.jadohealth.2024.05.008.txt,2024,10.1016/j.jadohealth.2024.05.008,14,0.3495144
Harris-2023-10.3389_fnhum.2023.1167786.txt,2023,10.3389/fnhum.2023.1167786,12,0.38628355
Harris-2023-10.3389_fpsyt.2023.1237163.txt,2023,10.3389/fpsyt.2023.1237163,12,0.45582268
Harris-2025.txt,2025,,12,0.44968364
Hartwell-2020-10.1001_jamapediatrics.2020.0937.txt,2020,10.1001/jamapediatrics.2020.0937,2,0.4259641
Hartwell-2024-10.1515_jom-2023-0277.txt,2024,10.1515/jom-2023-0277,1,0.46468237
Hatoum-2021-10.1111_gbb.12756.txt,2021,10.1111/gbb.12756,10,0.36515433
Hatzenbuehler-2022-10.1016_j.jaac.2021.08.017.txt,2022,10.1016/j.jaac.2021.08.017,8,0.395841
Hawes-2020-10.1017_s0033291719000278.txt,2020,10.1017/s0033291719000278,15,0.50376314
Hawes-2021-10.1176_appi.ajp.2020.19101092.txt,2021,10.1176/appi.ajp.2020.19101092,11,0.5293316
Hayashi-2024-10.1038_s41592-024-02237-2.txt,2024,10.1038/s41592-024-02237-2,6,0.49945438
He-2023-10.1186_s13195-023-01256-z.txt,2023,10.1186/s13195-023-01256-z,10,0.51109886
He-2023-10.3390_brainsci13101452.txt,2023,10.3390/brainsci13101452,14,0.339503
He-2025-10.1016_j.chb.2025.108554.txt,2025,10.1016/j.chb.2025.108554,11,0.3408405
Hehr-2023-10.1016_j.jadohealth.2023.01.010.txt,2023,10.1016/j.jadohealth.2023.01.010,14,0.5057218
Hein-2024-10.1016_j.comppsych.2024.152509.txt,2024,10.1016/j.comppsych.2024.152509,14,0.5692178
Hercules-2025-10.1016_j.bpsgos.2025.100506.txt,2025,10.1016/j.bpsgos.2025.100506,6,0.49535555
Hermosillo-2024-10.1038_s41593-024-01596-5.txt,2024,10.1038/s41593-024-01596-5,6,0.6726018
Hernandez-2023-10.1016_j.bpsgos.2021.12.011.txt,2023,10.1016/j.bpsgos.2021.12.011,10,0.3059581
Hernandez-2023-10.1186_s13059-023-02878-0.txt,2023,10.1186/s13059-023-02878-0,10,0.53931147
Herting-2020-10.3389_fendo.2020.549928.txt,2020,10.3389/fendo.2020.549928,13,0.566424
Herzberg-2024-10.1016_j.dcn.2024.101359.txt,2024,10.1016/j.dcn.2024.101359,12,0.4056992
Hickson-2024-10.3389_frcha.2024.1481957.txt,2024,10.3389/frcha.2024.1481957,7,0.42419577
Hidalgo-Lopez-2025-10.1001_jamanetworkopen.202.txt,2025,10.1001/jamanetworkopen.202,3,0.33768988
Hill-2025-10.1038_s41591-025-03560-7.txt,2025,10.1038/s41591-025-03560-7,6,0.37051567
Hiraoka-2023-10.1016_j.dcn.2023.101209.txt,2023,10.1016/j.dcn.2023.101209,1,0.56471235
Hisler-2020-10.1016_j.sleh.2020.07.002.txt,2020,10.1016/j.sleh.2020.07.002,14,0.8407138
Ho-2022-10.1111_jcpp.13608.txt,2022,10.1111/jcpp.13608,7,0.28097853
Hoffman-2019-10.1016_j.ynstr.2019.100157.txt,2019,10.1016/j.ynstr.2019.100157,12,0.3973913
Hoffman-2022-10.3390_brainsci12121602.txt,2022,10.3390/brainsci12121602,3,0.28289855
Hoffman-2024-10.1038_s44220-024-00255-9.txt,2024,10.1038/s44220-024-00255-9,10,0.4353653
Hoffmann-2022-10.1371_journal.pone.0268583.txt,2022,10.1371/journal.pone.0268583,2,0.39830995
Hogan-2023-10.1177_08862605221081928.txt,2023,10.1177/08862605221081928,12,0.61986023
Hogeveen-2024-10.1093_braincomms_fcae250.txt,2024,10.1093/braincomms/fcae250,11,0.3168703
Holm-2023-10.1016_j.dcn.2023.101220.txt,2023,10.1016/j.dcn.2023.101220,13,0.5881288
Holt-Gosselin-2024-10.1016_j.bpsc.2023.05.001.txt,2024,10.1016/j.bpsc.2023.05.001,7,0.3982614
Holt-Gosselin-2024-10.1016_j.dcn.2024.101400.txt,2024,10.1016/j.dcn.2024.101400,7,0.35986382
Hong-2021-10.1016_j.dcn.2021.100919.txt,2021,10.1016/j.dcn.2021.100919,7,0.32775033
Hong-2023-10.1016_j.jpsychires.2022.12.037.txt,2023,10.1016/j.jpsychires.2022.12.037,6,0.49140066
Hou-2024-10.1038_s44220-024-00251-z.txt,2024,10.1038/s44220-024-00251-z,15,0.27222985
Hu-2023-10.1016_j.neuroimage.2023.120459.txt,2023,10.1016/j.neuroimage.2023.120459,7,0.44686306
Hu-2024-10.1093_cercor_bhae164.txt,2024,10.1093/cercor/bhae164,7,0.4020718
Huang-2022-10.1016_j.media.2022.102370.txt,2022,10.1016/j.media.2022.102370,6,0.7289365
Huang-2023-10.1007_978-3-031-34048-2_22.txt,2023,10.1007/978-3-031-34048-2/22,6,0.91702425
Huang-2025-10.1016_j.jad.2025.03.201.txt,2025,10.1016/j.jad.2025.03.201,4,0.40391156
Huber-2022-10.1080_13811118.2020.1818657.txt,2022,10.1080/13811118.2020.1818657,4,0.48843637
Huffman-2022-10.1002_jdn.10173.txt,2022,10.1002/jdn.10173,15,0.5208483
Huffman-2022-10.1016_j.dcn.2022.101177.txt,2022,10.1016/j.dcn.2022.101177,15,0.51463455
Hughes-2023-10.1038_s41593-023-01321-8.txt,2023,10.1038/s41593-023-01321-8,10,0.6373153
Hull-2024-10.1016_j.jad.2024.10.033.txt,2024,10.1016/j.jad.2024.10.033,4,0.3247246
Hullenaar-2023-10.1542_peds.2022-060610.txt,2023,10.1542/peds.2022-060610,2,0.29217806
Hullenaar-2025-10.1111_josh.13530.txt,2025,10.1111/josh.13530,0,0.3567256
Hunt-2025-10.1016_j.chipro.2025.100154.txt,2025,10.1016/j.chipro.2025.100154,14,0.5296792
Hwang-2025-10.1016_j.bpsc.2025.04.005.txt,2025,10.1016/j.bpsc.2025.04.005,6,0.5565699
Ibrahim-2022-10.1038_s41380-021-01317-5.txt,2022,10.1038/s41380-021-01317-5,15,0.32242337
Ide-2020-10.1016_j.neuroimage.2020.117085.txt,2020,10.1016/j.neuroimage.2020.117085,7,0.22507069
Ignatova-2024-10.1016_j.jadohealth.2024.10.015.txt,2024,10.1016/j.jadohealth.2024.10.015,12,0.28226563
Ip-2022-10.1162_jocn_a_01826.txt,2022,10.1162/jocn/a/01826,12,0.36808732
Iraji-2023-10.1002_hbm.26472.txt,2023,10.1002/hbm.26472,6,0.7042332
Isaiah-2021-10.1001_jamaoto.2020.5712.txt,2021,10.1001/jamaoto.2020.5712,2,0.4528932
Isaiah-2021-10.1038_s41467-021-22534-0.txt,2021,10.1038/s41467-021-22534-0,7,0.33617324
Isaiah-2023-10.1038_s41390-022-02399-9.txt,2023,10.1038/s41390-022-02399-9,12,0.44811386
Isaiah-2024-10.1001_jamanetworkopen.2024.44057.txt,2024,10.1001/jamanetworkopen.2024.44057,2,0.5156479
Ivankovic-2024-10.1111_jcpp.14054.txt,2024,10.1111/jcpp.14054,0,0.7859117
Jacobs-2024-10.1002_jcv2.12228.txt,2024,10.1002/jcv2.12228,0,0.54483014
Janiri-2020-10.1016_s2215-0366(20)30049-3.txt,2020,10.1016/s2215-0366(20)30049-3,4,0.5944939
Jay-2022-10.1093_schbul_sbac090.txt,2022,10.1093/schbul/sbac090,14,0.34631306
Jelsma-2025-10.1037_cdp0000732.txt,2025,10.1037/cdp0000732,8,0.46607143
Jeong-2021-10.1038_s41398-021-01357-z.txt,2021,10.1038/s41398-021-01357-z,7,0.41238034
Jeong-2023-10.1016_j.bpsgos.2022.04.004.txt,2023,10.1016/j.bpsgos.2022.04.004,7,0.3708004
Jeong-2024-10.1016_j.dcn.2024.101367.txt,2024,10.1016/j.dcn.2024.101367,12,0.29517543
Jeong-2024-10.3389_frcha.2024.1410804.txt,2024,10.3389/frcha.2024.1410804,14,0.34337974
Jessel-2023-10.3390_genes14020289.txt,2023,10.3390/genes14020289,10,0.3524148
Ji-2024-10.1016_j.bpsc.2024.02.012.txt,2024,10.1016/j.bpsc.2024.02.012,7,0.3387241
Ji-2024-10.1017_s0033291723001757.txt,2024,10.1017/s0033291723001757,7,0.29125515
Ji-2025-10.1038_s41467-025-57392-7.txt,2025,10.1038/s41467-025-57392-7,7,0.67796063
Jia-2024-10.1016_j.brainres.2024.148853.txt,2024,10.1016/j.brainres.2024.148853,0,0.30989093
Jia-2024-10.1016_j.jad.2024.09.100.txt,2024,10.1016/j.jad.2024.09.100,0,0.48225826
Jiang-2023-10.1093_cercor_bhac300.txt,2023,10.1093/cercor/bhac300,3,0.33771712
Johnson-2020-10.1016_s2215-0366(20)30339-4.txt,2020,10.1016/s2215-0366(20)30339-4,10,0.5970585
Johnson-2022-10.1007_s10826-022-02251-y.txt,2022,10.1007/s10826-022-02251-y,8,0.34958392
Johnson-2023-10.1007_s10519-023-10133-2.txt,2023,10.1007/s10519-023-10133-2,4,0.5967055
Johnson-2024-10.1016_j.ssmph.2024.101702.txt,2024,10.1016/j.ssmph.2024.101702,8,0.45438832
Johnson-2025-10.1002_jcop.23179.txt,2025,10.1002/jcop.23179,8,0.40691885
Jones-2024-10.1016_j.jadohealth.2024.06.017.txt,2024,10.1016/j.jadohealth.2024.06.017,2,0.25215653
Joo-2022-10.1001_jamanetworkopen.2021.48585.txt,2022,10.1001/jamanetworkopen.2021.48585,10,0.33567324
Jung-2023-10.1038_s41380-022-01906-y.txt,2023,10.1038/s41380-022-01906-y,10,0.49435094
Jutla-2022-10.1007_s00787-021-01738-1.txt,2022,10.1007/s00787-021-01738-1,0,0.27902707
Kaltenhauser-2023-10.1001_jamanetworkopen.2023.txt,2023,10.1001/jamanetworkopen.2023,3,0.42619896
Kaminski-2024-10.1038_s41398-024-03165-7.txt,2024,10.1038/s41398-024-03165-7,5,0.45750478
Kang-2024-10.1038_s41586-024-08260-9.txt,2024,10.1038/s41586-024-08260-9,6,0.77895707
Kang-2024-10.1038_s41598-024-71309-2.txt,2024,10.1038/s41598-024-71309-2,6,0.3082
Kant-2023-10.1016_j.heliyon.2023.e21126.txt,2023,10.1016/j.heliyon.2023.e21126,10,0.3187388
Kaplan-2022-10.1097_j.pain.0000000000002431.txt,2022,10.1097/j.pain.0000000000002431,7,0.4633865
Kaplan-2023-10.1097_ajp.0000000000001148.txt,2023,10.1097/ajp.0000000000001148,3,0.4736424
Karcher-2018-10.1001_jamapsychiatry.2018.1334.txt,2018,10.1001/jamapsychiatry.2018.1334,2,0.52820176
Karcher-2019-10.1016_j.biopsych.2019.01.013.txt,2019,10.1016/j.biopsych.2019.01.013,7,0.4972208
Karcher-2020-10.1016_j.schres.2020.05.045.txt,2020,10.1016/j.schres.2020.05.045,0,0.4444763
Karcher-2020-10.1037_abn0000502.txt,2020,10.1037/abn0000502,0,0.25675923
Karcher-2020-10.1093_schizbullopen_sgaa009.txt,2020,10.1093/schizbullopen/sgaa009,0,0.4246425
Karcher-2021-10.1016_j.bpsc.2020.09.008.txt,2021,10.1016/j.bpsc.2020.09.008,7,0.40674314
Karcher-2021-10.1016_j.jaac.2020.07.003.txt,2021,10.1016/j.jaac.2020.07.003,12,0.40348858
Karcher-2022-10.1016_j.bpsc.2021.06.012.txt,2022,10.1016/j.bpsc.2021.06.012,10,0.44922996
Karcher-2022-10.1016_j.jaac.2022.03.025.txt,2022,10.1016/j.jaac.2022.03.025,8,0.32566977
Karcher-2022-10.1038_s41380-021-01373-x.txt,2022,10.1038/s41380-021-01373-x,14,0.4852137
Karcher-2023-10.1001_jamanetworkopen.2023.4308.txt,2023,10.1001/jamanetworkopen.2023.4308,2,0.39741534
Karcher-2023-10.1017_s0033291722003166.txt,2023,10.1017/s0033291722003166,14,0.32011053
Karcher-2023-10.1037_abn0000820.txt,2023,10.1037/abn0000820,0,0.3731809
Karcher-2024-10.1016_j.bpsc.2024.05.009.txt,2024,10.1016/j.bpsc.2024.05.009,14,0.54878694
Kardan-2022-10.1371_journal.pbio.3001938.txt,2022,10.1371/journal.pbio.3001938,2,0.4485564
Kardan-2024-10.1016_j.bpsc.2024.10.002.txt,2024,10.1016/j.bpsc.2024.10.002,7,0.26923817
Kardan-2025-10.1016_j.dcn.2025.101543.txt,2025,10.1016/j.dcn.2025.101543,6,0.4295798
Karl-2024-10.1016_j.dcn.2024.101476.txt,2024,10.1016/j.dcn.2024.101476,7,0.3879919
Keller-2023-10.1038_s41467-023-44087-0.txt,2023,10.1038/s41467-023-44087-0,6,0.42625305
Keller-2023-10.1111_desc.13337.txt,2023,10.1111/desc.13337,12,0.5076226
Keller-2024-10.1016_j.dcn.2024.101370.txt,2024,10.1016/j.dcn.2024.101370,6,0.40707073
Kennedy-2022-10.1016_j.neuroimage.2022.119046.txt,2022,10.1016/j.neuroimage.2022.119046,6,0.53124166
Kerr-2021-10.1002_eat.23516.txt,2021,10.1002/eat.23516,0,0.29366818
Keyes-2024-10.1007_s00127-024-02669-3.txt,2024,10.1007/s00127-024-02669-3,14,0.4677755
Keyes-2024-10.1016_j.ssmmh.2024.100361.txt,2024,10.1016/j.ssmmh.2024.100361,12,0.36250395
